"YYYYMMDD","SP000008027","SP000008181","SP000008202","SP000008215","SP000008280","SP000008410"
19830405,6.6,6.4,0.6,-3.6,2.4,6
19830406,8.8,7,6.5,-2,4.6,5.8
19830407,10,7.2,5.5,-1.2,3,5
19830408,14.2,10.6,7.6,1.8,3.4,6.6
19830409,16.4,11.4,3.5,4,4.6,8.4
19830410,8,11,3,5,6,8
19830411,5.4,8.4,3.3,-4.2,0,10.4
19830412,5.2,5.8,-2.4,-4.6,0,9.6
19830413,4.8,6,-1.4,0,0,7.6
19830414,4.6,6,0,4.6,0,10.2
19830415,6.4,5.6,4.4,2,0,10.4
19830416,16.4,6.2,9.4,3.8,0,12.4
19830417,11,12,7.3,1.4,0,9.6
19830418,5,8.8,3.4,-1.8,0,11.4
19830419,4.8,8.6,2.2,-4,0,9
19830420,6.2,7.4,3.6,-3.4,0,9.6
19830421,6,10.2,1,-5.6,5.4,8
19830422,9.4,5.6,3,-2.4,0.6,6
19830423,8,11,2.2,-4,6.4,8
19830424,8.2,6,3.2,-3,4.4,10
19830425,8.2,12.6,2,-5.8,7.4,11.4
19830426,9.2,11,2.5,-4.2,6,8.6
19830427,8.8,8,4.5,-2.8,2.6,7.4
19830428,8.6,8.5,2,-2,7.4,8.2
19830429,9.4,9.2,5.6,-0.8,4,6.6
19830430,9.4,8.8,5,-1,6.2,11.2
19830501,8,11,5,-2,7.2,9.6
19830502,7.8,7.5,2.5,-2.8,3.4,6.8
19830503,8.8,8.5,7.4,1,2.6,7.8
19830504,10.2,10.8,3.6,1.8,6.2,10.4
19830505,15,11,9,3.6,10.4,12.6
19830506,11.4,13.2,8.4,4.6,8,8.6
19830507,10,15,7,4.2,9,10
19830508,9,13.8,6,1.8,10.4,13.8
19830509,9,11.4,8.5,1.8,10,12.4
19830510,8.6,13.6,6,-0.4,9,13.2
19830511,8.4,9.8,7,-0.4,8,9.8
19830512,8,10,7.6,2,9,11.6
19830513,9,11.8,3,0,10.4,12
19830514,8.8,13.4,4,-1.2,9,10.2
19830515,7.6,11.4,1.8,-2.8,4.8,9
19830516,10.4,8.8,1.2,-2.8,8.2,10.6
19830517,11,11.2,4.6,-2,8,10.8
19830518,9,9.5,3.4,-2,10.6,12
19830519,8,10.4,2,-1.4,7.2,10.4
19830520,6.2,13.4,4.6,-3,11.2,12
19830521,6,10,3,-3,3,7.4
19830522,7.8,10,0,-3,3.2,5.4
19830523,8.6,8.5,3.7,-2.2,3.6,7
19830524,8.4,8.2,3.8,-1.2,5.2,9.4
19830525,9,10,3.8,0,4.6,13
19830526,10.2,9.8,4,4,8,12.2
19830527,10.6,10.8,4.8,4.6,8.6,12
19830528,9.6,14.8,6.8,5,10,14
19830529,10,13.4,7,4.8,9.6,11.4
19830530,11.2,12.2,7.6,3,10.6,11.2
19830531,11.6,14.4,9.4,3,13.6,15.6
19830601,13,15.8,8.4,2.2,11.2,14
19830602,11,14.4,4.4,3.8,7.6,10.4
19830603,16.4,14,7,9.2,11.6,11.8
19830604,16.4,13,10.6,13.6,13,15.8
19830605,15.6,16,14.7,13.2,13,17.8
19830606,15,16.5,13,10.2,14.8,18.8
19830607,14,15,10,9.8,17,14.2
19830608,14,15.8,9.4,10.2,16.6,16
19830609,14,16,9.8,12.6,12.6,17
19830610,15,16.4,13,15.2,17,19.4
19830611,15.2,17.8,14.4,14,0,20.4
19830612,15,19.6,12.6,9.6,0,21.4
19830613,13,18.8,9.5,8.6,0,17.4
19830614,12,15,11,9,0,21.6
19830615,13.6,14.4,11.5,11.2,0,16.6
19830616,12.2,15,11.2,13.8,0,16.4
19830617,14,14.2,12,9.6,0,18
19830618,13.6,13,7.6,7.6,0,18.4
19830619,11,13,5.6,3.2,0,18.4
19830620,10.6,12,6,3.6,0,16.4
19830621,14,13,11.4,8.4,12,16.4
19830622,13.4,16,12.5,7.8,15,18.4
19830623,14.2,16.4,12,7.8,13,16.4
19830624,15,16.2,11.8,7.2,12.2,15.2
19830625,14.6,16.4,12,6.8,13.6,15.6
19830626,14.4,19.6,12.6,6,15.4,15.2
19830627,12.6,17.2,10.2,7.2,15.2,17.4
19830628,12.6,16.4,10.2,6.8,12.6,17.6
19830629,13.4,16,11,10,14.4,16.4
19830630,11,15,12,12.2,16,16.6
19830701,13.4,17.2,12.6,12.6,16,13.2
19830702,14.2,16,12.5,10,14.6,15.6
19830703,15.6,16,14.6,7.6,16.6,18.6
19830704,15,16.2,13.5,7.4,16.4,14.8
19830705,15.4,16.8,12.2,8.4,14,15
19830706,16.4,19,13,11,14.2,15.6
19830707,17.2,18.2,13.4,10.4,14.6,16.2
19830708,16.8,18,10.6,10,15.6,15
19830709,18.2,16.6,11.5,12.8,16.2,14.6
19830710,19,16.4,13.5,14.2,16,16.6
19830711,18.6,18,13.2,14.2,16.4,16.8
19830712,18.6,16.5,13.6,14.4,16.2,17
19830713,18,17.8,14.6,15.8,18.6,17
19830714,18.4,18,15,15.4,19.6,16.6
19830715,19,21,13.6,12.4,17,16
19830716,17.6,20,11,9.6,16.6,16.6
19830717,17.2,20,12.6,9.2,17,17.2
19830718,19,20.4,11.6,10.8,18,17.2
19830719,18.6,23.2,10.5,10.4,19.4,17
19830720,17.8,23.2,11,11.6,18,16
19830721,18.8,21.2,12,12.4,18.4,17.4
19830722,18.4,20,10,10.2,18.6,16.4
19830723,17.4,22.4,10.6,9,15.6,15.6
19830724,18.6,22.4,12.8,13.2,16.6,16.4
19830725,17,23.2,12.6,11,19,18
19830726,17.2,23.2,10.6,9.8,17.8,17.6
19830727,17.6,23.2,13.4,9.4,17,16.4
19830728,17.6,21,12.2,9.8,13.6,16.6
19830729,19,22.8,14,12.4,17.4,17.4
19830730,18.8,22.2,14.2,15.2,17.6,18
19830731,18,20,13.8,11,17.6,19
19830801,16,23.2,12.2,8.6,15.6,18.2
19830802,15.6,21,12.2,11.6,18.2,19.4
19830803,15,19.4,10,12,20.6,20.6
19830804,13.8,19,10.3,12,19,23
19830805,15.8,17.8,12,12,16.4,21.6
19830806,16.4,19.2,11.9,12.8,16,23
19830807,16.4,19.6,15.2,11.8,18.6,20
19830808,16,20.4,13.5,10.2,16.4,18
19830809,17,22,12.5,8,15,18.2
19830810,16.4,20.4,13.1,8.2,15.4,18.6
19830811,16.2,18.8,11.3,6,16,15.8
19830812,16.8,18.4,11.6,8,13,15.6
19830813,17.6,20,12.4,10,12.6,15.4
19830814,17.6,19.6,11.7,9.6,15,15.8
19830815,17.6,20.6,11,9.4,14.6,15.4
19830816,14,19.2,12.2,7.2,15,17
19830817,15.6,17.6,8.8,6.6,10.6,16.4
19830818,18.6,18,12,9.6,15.6,16.6
19830819,17.8,19.4,11,6,16,15.4
19830820,17.6,20,10.6,6.6,14.2,16.4
19830821,17,18,12.6,8.2,12.6,15.6
19830822,16.4,19,13.6,7.8,13.6,17.4
19830823,16.2,18,12.7,6.4,12.4,17.4
19830824,16,17,10,5.8,11,18.4
19830825,16.8,17.2,14.4,9,12.4,18.4
19830826,15.6,19.4,10.8,7.2,15,18
19830827,17,19.2,14,8.2,13,18
19830828,17.4,18.4,12.5,9,11,18.2
19830829,17.4,17,13.5,11.2,14,18.2
19830830,16.2,19.2,13.5,11.2,14,20.8
19830831,18.4,19.6,13,8.6,15.4,19.8
19830901,14.4,20,13,6.6,16,17.2
19830902,13.6,18.2,13.2,7,15.6,16.4
19830903,14,18.2,8.6,8,13.4,16.8
19830904,12.4,15,9.2,11.8,19.4,18.2
19830905,15,15.8,11.6,15,17.4,19.2
19830906,15.8,18,13.6,15.6,15.8,20
19830907,17.2,17.2,13.4,15.8,15.6,19.6
19830908,16.6,18.2,13.9,14,16.6,18.4
19830909,16,19.4,11.8,10.4,17,20.2
19830910,12.4,19.4,9,5.2,17.6,17.6
19830911,12,16.4,5.6,5,12,14.4
19830912,12,15,7.2,7.2,12,13.4
19830913,10,16.8,7,10.2,15,15.2
19830914,15.2,17.6,8.6,11.6,16,18.2
19830915,14.8,18.4,11,9,16.2,18.2
19830916,12.4,18.8,10,5.2,13,17
19830917,11.4,15.8,12.8,5.6,15,17.4
19830918,11,15.2,8,10.4,11,17.8
19830919,13.8,15.4,11.6,12.2,16,17.6
19830920,13.4,19,10.4,11.4,18.6,21.2
19830921,17.6,17,9.6,11.6,16.2,19.6
19830922,16.4,17.4,10.8,14.2,17.4,17.4
19830923,25.2,16.4,15.5,13.8,14.6,17
19830924,23.4,17,14,12.6,14,17
19830925,17.4,16.2,12,16.4,14.6,18
19830926,16.8,16.2,11,13.8,12,17.6
19830927,14.6,15.8,10,13,14.6,18.2
19830928,14.4,14.4,8.6,10,10,18
19830929,17.4,16.2,10.5,6.6,11,18
19830930,15.8,15,11.2,6.4,12.6,19.4
19831001,13.4,17,9.4,7.8,0,15.6
19831002,14.4,16,9.3,10.4,0,15
19831003,18.8,16.4,9.4,9,0,15.4
19831004,17,15.6,9,7,0,15.4
19831005,16.6,18,9.6,8.6,0,16.4
19831006,17,17,10,10.8,0,16.4
19831007,16,16.6,7.7,7.2,0,15.4
19831008,15.4,16.4,4.4,7,0,13.6
19831009,14,15.6,7.6,8.2,0,15.4
19831010,12.6,14,6,6.8,0,14.2
19831011,11.6,17.6,5.6,6.4,0,13
19831012,9.8,14,4.5,6.8,0,12.6
19831013,13,13.8,10,7.2,0,14
19831014,11,16,8.2,2.4,0,14
19831015,10,12.4,5.9,2.4,0,8.4
19831016,10.6,16.2,11.4,4.6,0,9.4
19831017,10.6,14.8,5.4,1,0,14.4
19831018,11.2,12.4,3,3,0,11.6
19831019,9.8,11,3.5,9.2,0,11
19831020,10.8,12.4,2.4,10.2,0,10.4
19831021,11.4,13.2,3.8,9.4,0,8.6
19831022,10.4,16.8,4.4,8.4,0,9.8
19831023,12.6,12,4.6,5,0,8.4
19831024,12,9,8,4.2,0,14.4
19831025,9,7.8,4.4,4.4,0,11.4
19831026,7.8,7.4,1.6,3.6,0,13
19831027,15.6,8.8,6.4,4.4,0,12
19831028,14,11,8.4,4.2,0,13.8
19831029,6,9.8,0,-6.4,0,15.2
19831030,7,5.5,-2.2,-6.8,0,11.4
19831031,6.6,8.4,-1.4,-0.4,0,9.4
19831101,9.6,9.4,-0.7,4.6,0,7.6
19831102,7.6,7,-1.8,3,0,5.6
19831103,12.4,10,8,2,0,13.2
19831104,14.8,11.4,9,3.2,0,14.2
19831105,15,11.4,7,4,0,14.4
19831106,15,14,7,4,0,13
19831107,14.4,13,1.6,4.2,0,14.8
19831108,17,15.5,10.4,4.4,0,15.4
19831109,17,16.4,9,4,0,12.2
19831110,12,13.2,7.4,0.2,0,11.6
19831111,10.4,10.4,7.6,0.6,0,11.6
19831112,11.4,9.4,8,3.4,0,13.4
19831113,13.6,11,4,3.4,0,10.2
19831114,13.8,11.2,8.6,3.2,0,12.8
19831115,11.4,13,6.5,1.6,0,13
19831116,10.4,12,8,2.4,0,13
19831117,10,11.8,7,2.6,0,12.2
19831118,8,8.2,6.4,1,0,11
19831119,5,6.8,6.2,0.8,0,11.4
19831120,11.2,7.5,10.4,5,0,14
19831121,12,11.6,8.6,5,0,15.6
19831122,9.8,10,8.4,4.6,0,15.4
19831123,10.8,11,10.2,3.6,0,13.2
19831124,13.4,10,8.2,3.6,0,11
19831125,13,11,6.4,4.2,0,10.8
19831126,14.6,11.4,5.2,4.4,0,9.8
19831127,9.6,12,9.4,1.2,0,9.8
19831128,10,10.4,5,0.2,0,11.4
19831129,10,8.4,1.5,4.2,0,10
19831130,10,8,1.4,6,0,9.6
19831201,6.4,5,0,5.4,0,8.6
19831202,5.4,4.5,-1.4,5,0,7.8
19831203,5.4,4.6,-2.4,3.8,0,7.2
19831204,5,7,-4,4,0,6.6
19831205,3.8,7,-4,0,0,5.2
19831206,5,6,-4.5,-0.8,0,4.4
19831207,1.2,4.6,-4.9,0.4,0,4.4
19831208,0.4,3.4,-5.2,4.4,0,1
19831209,5,2,-5,-2.8,0,0.4
19831210,4.8,4.5,-0.8,-5.2,0,4.8
19831211,4,3.4,-5,-6.6,0,1.2
19831212,4,2.2,-1.8,-5,0,5
19831213,1.6,2.6,-4,-5.4,0,0.6
19831214,3,2,-4.4,-4.8,0,0.6
19831215,6.6,2.6,2.8,-4,0,7.8
19831216,6,3.4,2.4,-5.4,0,5.6
19831217,5,5.8,0.6,-5.8,0,5
19831218,6.2,3.4,2.8,-4.8,0,9.4
19831219,8.4,8.8,2.6,-3.6,0,8
19831220,9.4,8,3.6,-2.2,0,7.8
19831221,7.4,10.2,3,-3.8,0,8.4
19831222,9,8,6.4,-1.4,0,5.6
19831223,14.4,11.6,4.2,1.4,0,6
19831224,14.2,7,-0.6,5.4,0,4.8
19831225,13.8,4.2,0,5.2,0,4.2
19831226,10.2,5.6,-1.2,3.8,0,6.2
19831227,7.6,6.6,0,4.8,0,4.4
19831228,6.6,5,-1.8,5,0,3.6
19831229,10.8,5.4,-1,4,0,2.4
19831230,9.6,5.2,-2,3.8,0,2.6
19831231,6.6,6,-0.9,5.2,0,3.6
19840101,5,5.6,-0.4,3.8,0,2.4
19840102,5.4,3.4,-1,1.6,0,3.8
19840103,5,3.2,0.2,-2.2,0,7.6
19840104,3.4,3.6,-2,-7.2,0,5
19840105,6,0.5,-4,-6.6,0,0.2
19840106,8,1,2.4,-3.8,0,-0.2
19840107,8.2,4.4,6,-0.6,0,4.6
19840108,4.2,3.2,1.4,-4.2,0,10.8
19840109,1.6,2,-2.4,-8.2,0,3
19840110,1.8,0,-3.4,-10.6,0,0.2
19840111,0,-1,-4.6,-10.8,0,-0.4
19840112,6,0.4,1.2,-4,0,-1.4
19840113,7.8,3.2,0.6,-4.4,0,0.8
19840114,7.6,3.4,5.5,-1.6,0,0
19840115,6.4,6,-0.6,-3.8,0,6
19840116,5.8,6,-3,-2.4,0,3.4
19840117,7,4,-1.3,-1.4,0,2.2
19840118,6.2,5.4,1.8,-1.2,0,1.6
19840119,7.4,7,2.4,-1.8,0,4
19840120,5.4,5.6,1.6,-1,0,10.2
19840121,8.6,5.5,4.6,-2,0,9.4
19840122,8.6,4,6,-0.4,0,8.6
19840123,5.4,10.6,6.5,-1,0,12.2
19840124,4.6,7.4,2.1,-4.2,0,8
19840125,5.4,4.4,-1.6,-5.4,0,2.4
19840126,7.6,4.2,1,-6,0,4.4
19840127,5.2,5.4,-1.8,-6.8,0,1.2
19840128,5,4,-3.6,-7.8,0,1
19840129,5.4,0.8,1,-5.2,0,0.4
19840130,5.6,5.4,-1,-5.8,0,1.4
19840131,6.4,5.8,5.2,-2,0,7.4
19840201,6.4,5,3,-2,0,5.2
19840202,4.2,3.6,-0.4,-8,0,6
19840203,7,3.2,1.5,-3.2,0,2.4
19840204,9.4,6,0.6,-0.2,0,7
19840205,7.4,6.5,0.4,-2,0,2.4
19840206,6.6,4.6,-2,-3.4,0,2.6
19840207,8.4,3.6,-1.8,-1.4,0,2.8
19840208,9.2,12.6,5,-0.2,0,3.8
19840209,5.6,3.8,1.8,-4.2,0,5.4
19840210,2.6,1,-1.9,-5.6,0,4
19840211,1.4,3,-3.6,-2.4,0,1
19840212,3,2.8,-4,-0.2,0,1
19840213,3.6,5.2,-3.4,-5.8,0,0
19840214,0.2,3.8,-5,-8.8,0,-1.2
19840215,-0.6,2.8,-6,-7,0,0.2
19840216,0.6,0.4,-5,-4.4,0,-1.2
19840217,2.2,1.5,-5.2,-1.4,0,-1.4
19840218,3.8,2.8,-3.4,-2,0,-1
19840219,6.4,4.6,3.8,-3,0,5.4
19840220,6.2,3.5,-1.2,-3.6,0,5
19840221,5,5.7,0.6,-6,0.4,2.6
19840222,3.2,4.6,-0.6,-6.4,-0.6,2.8
19840223,2,1.5,0.3,-6.8,0.6,4
19840224,2.4,2.6,-1.5,-9,-1.6,0.2
19840225,-0.4,1.4,-3.4,-10.6,-4.5,-2
19840226,0.6,0.4,-6.1,-11.4,-7.8,2
19840227,1,1,-2.5,-8.6,0.2,6
19840228,3.6,3.4,0.2,-5,2.8,5.4
19840229,2.8,5.2,-2.8,-7,-2,2.4
19840301,-0.6,3.6,-1.6,-7.8,0,4.8
19840302,4.4,3,-3.6,-7.6,-2.1,0
19840303,4,4,-3,-4,-2.8,3.8
19840304,1.4,1.8,-3,-5.4,-3.6,2.4
19840305,1.6,1.5,-4.1,-4.4,-4.8,3.6
19840306,3.2,1,-4.2,-1.4,-3.2,1
19840307,3.6,1.2,-2.8,-1.8,-4.8,0.4
19840308,3.2,4,-3.4,-1.8,-1.4,0
19840309,-1,0,-3.6,-8.4,-2.8,3.6
19840310,-0.4,0.8,-6.5,-13.2,-4.6,-1
19840311,1,-0.8,-6.5,-7.4,0,-1.4
19840312,3.8,0.9,-6.4,-5.2,0,-1.8
19840313,5.2,3,-1.2,-7.2,0,2.2
19840314,4.4,5.6,-1.6,-9,0,3
19840315,4.2,3.2,-1.8,-7,0,4.8
19840316,4.4,4,-2,-7.4,0,6
19840317,3.8,3,0.4,-5.8,0,6.6
19840318,4.4,3.4,-1.5,-5.2,0,5.8
19840319,5.6,4.2,1.4,-3.2,0,6.4
19840320,6.6,8.4,4.2,-2.2,0,9.2
19840321,7.4,6,5.4,-2,5.8,9
19840322,7.2,9.4,4.2,-3,5.4,9.4
19840323,5,7.4,2,-4,5.8,8.2
19840324,5.6,9.8,5.8,-1.2,5.2,10.4
19840325,4.6,11,4.4,-3.2,7.4,10.4
19840326,6,11,3.3,-4,3,10.2
19840327,6.8,5.2,3.4,-2.4,1.6,8.6
19840328,7.2,7,4.8,-2,5.4,10
19840329,6,7.4,3.8,-3.4,3.4,6.2
19840330,6.6,5,9.4,2.6,9,12.2
19840331,8.4,9,5.6,-2.2,9,9
19840401,7.6,11.6,5.6,-2,6.4,10.2
19840402,4.2,7.6,7.4,0.2,6,11.4
19840403,2.2,6.8,8.6,2,10.6,14.2
19840404,8,7.4,6.4,-1.4,9.4,10.4
19840405,8,5,3.7,-1.8,4.5,8
19840406,7.2,6.4,2,-0.2,2,6
19840407,6,8.2,3.6,1.8,1.6,7.2
19840408,5.6,7.2,3.8,3.6,5.4,8.4
19840409,6.6,6.6,6.4,6,8.2,9.4
19840410,7.2,9.5,9.4,3.6,10,12.4
19840411,7,8.8,7,4.2,8,12.8
19840412,6.6,11,7.8,4,7.6,8.8
19840413,6.6,8.4,6,3,5,9.6
19840414,12,6.6,9.6,-0.4,6.8,12.4
19840415,8.8,9.6,8.8,0.4,6,12.4
19840416,7,7.5,5.4,0,4.6,12
19840417,5.6,7.6,1.6,0,2.8,9.6
19840418,6,6.4,1.5,4.6,3,10.4
19840419,9.4,8,4.8,6.6,6,9.8
19840420,11,9,5.6,6.4,6,9
19840421,16.4,8.2,7.5,5.4,4.8,10.6
19840422,17.6,6.6,6.4,5,3.6,10.2
19840423,13.2,8,10,5.8,7.2,12.8
19840424,12.4,7.6,10.6,5.8,10,14.4
19840425,11.8,8.4,8.6,6.4,7,13.6
19840426,14.6,10,10.4,4.4,6,11.4
19840427,15.4,8,10.2,4.6,5.2,12.2
19840428,13.4,8,10.8,1.4,9.6,11.4
19840429,12.4,12.7,10,2,9.6,13.4
19840430,11.4,10.4,8.4,2.2,9.4,13.2
19840501,8.6,9.8,4.5,-4,8.8,11.4
19840502,8.2,12,4.5,-4,6,10.4
19840503,8,10,3,-2.2,7,11.4
19840504,6.4,12.2,5.2,-1,4.6,7.4
19840505,9.4,9,8.8,2,6,8.8
19840506,8,10.2,6.4,0.2,10.2,11.6
19840507,8,10.8,3.8,0.4,9,12
19840508,9.6,11.6,6.8,0.2,9,12.4
19840509,7.6,11.8,3.6,-2.4,8.4,11.8
19840510,8.4,9,2.4,-4,6,11.4
19840511,7.6,9,1.6,-3.2,0,9
19840512,5.2,7.8,2.4,-4.6,0,10.4
19840513,6,8,3.7,-1.2,0,11.8
19840514,6.4,10,1.2,-3,0,8.4
19840515,8,8.5,4,-3.8,0,7
19840516,6.6,8.2,4.6,-3,0,10
19840517,4.6,9.5,4.4,-2.8,0,8.6
19840518,7.6,10.2,3.2,-3.4,0,7.6
19840519,6.8,7.5,4,-3.4,0,7.4
19840520,9,10.6,5.2,-1,0,10.4
19840521,8.2,12,3.6,-1.8,6.6,9.2
19840522,7,9.2,0.2,-3.2,3.2,8.2
19840523,7.6,7.6,3.3,-3.4,4.4,5.6
19840524,8,9.4,6.4,0,7.8,10.8
19840525,9.2,10,3.5,-1.2,6,10.8
19840526,7.6,10,5.8,0,9,10.4
19840527,7.8,10.4,1.6,-1.6,8.8,13.8
19840528,7.4,8,5.5,1,6,10.4
19840529,8.4,11.4,9.4,1.6,10.6,10.6
19840530,9,12.5,6.4,1,10,13.6
19840531,8.4,11.8,7,4.2,7.8,13.8
19840601,9.2,10.6,7.6,1.6,9.4,12.8
19840602,9,12.6,4.2,-2.2,7,12.4
19840603,8.4,12.4,4.2,-3.4,6,8
19840604,9.8,10,5.6,-1,9,14
19840605,8.8,9.4,3,-2.2,6.6,10.4
19840606,6.6,8.6,4.2,-2.4,6.6,8
19840607,9,7.8,7.6,1.6,7,10.8
19840608,10,9.8,9.4,3.8,9.2,14.4
19840609,9.4,11,8.6,5.2,8,12.6
19840610,10.4,11,10,8.6,10.6,13
19840611,11.6,14.8,11.2,10,10.2,13.6
19840612,10.8,13,10.4,8.4,10.4,14.4
19840613,14,14.6,10.6,9,9.6,13.2
19840614,18,12.6,11.8,9,8.5,14
19840615,16.2,14.4,11.8,11,7.8,14.8
19840616,16,14,14.2,12.8,14.6,14.8
19840617,14.8,16,14.2,8.8,16.2,17
19840618,14,15,15,8.2,15,17.6
19840619,16,17.4,14.4,7.8,14.6,15.6
19840620,15.6,17.2,14.4,9,11.8,16
19840621,13.4,16,14,8,16.6,16.6
19840622,12.4,15.8,12.4,9,12.4,15.2
19840623,12.4,15.2,10.4,11,14.4,15
19840624,12.2,14.5,12.2,12.2,14,17.4
19840625,13.6,15,10.6,12.4,14.4,18
19840626,13.6,15,12.8,9.8,12.8,16.6
19840627,15.4,15,11.6,10.6,14,15.4
19840628,15.6,15.2,12,11.2,15,15.8
19840629,14.6,16.2,13,11,14,18.8
19840630,13.4,17,12.4,11.4,15.4,15.6
19840701,15.6,17,11,6.2,17.8,16.4
19840702,15,17.6,10.2,9,13.2,14.4
19840703,14.8,16.8,11.6,12.4,15.4,15
19840704,14.2,17.2,13,13.2,15,17.6
19840705,13.4,19,11.6,13,14.4,18
19840706,14.8,17,13.6,14.8,15,16.4
19840707,15.6,16.8,15,15.6,16.4,15.6
19840708,15.6,17,12,14,18.6,16.8
19840709,16.6,16.6,11.6,14,17,16.4
19840710,16.4,18.8,12.6,12.8,18.6,16.4
19840711,14.4,20.6,12.8,8,17.2,18.2
19840712,12.4,19.2,9.2,6.8,11.6,13.4
19840713,15.2,19,10.6,11.6,17.8,13.6
19840714,14.2,17.8,12,15,17.6,17.2
19840715,15,18.4,13,16,17.4,19
19840716,14.4,20.4,12.6,15.6,17,18.8
19840717,14.4,19.8,10,15,18,17.4
19840718,14.4,18.8,13.4,15.4,16.2,18.2
19840719,17,16.5,16.4,15.6,16,18.8
19840720,16,18.2,12.5,15.6,19,18.4
19840721,14,18,11.2,14.6,15.6,16
19840722,16.6,18.2,11.6,17.2,19.2,18.2
19840723,17.2,17,16.4,19,20,22.4
19840724,16.8,19.2,14,13.6,21,21.2
19840725,16.2,19.6,12,10,19.4,18.6
19840726,16,18,12,12.2,16.4,15.4
19840727,16.8,18,12.4,13.6,16,16.2
19840728,16.6,20,13.6,16,15.6,16
19840729,18,17.6,13.8,16.8,16.8,18.4
19840730,16.4,17.4,14.8,11,15.4,18.4
19840731,13.6,20,14.4,6.8,17.4,20
19840801,13.8,18,11,8.4,12.4,16.2
19840802,17.6,18,12.6,15,16.6,19
19840803,14,18,14.4,10,18.4,19.4
19840804,14,19.4,12,6.8,15.4,17.2
19840805,13.6,18.2,9.5,8.8,17,15.2
19840806,14.8,18.4,8.6,10,15,20.4
19840807,15,18.6,10.4,13.4,15.6,20
19840808,14.4,13.4,11.2,7,14.4,19.4
19840809,14.2,12,7.8,2,10.8,16.2
19840810,16.2,16.4,8,5.2,14,17.2
19840811,15,17.4,10.8,8.8,13.2,19.6
19840812,16,16.9,11.2,11.6,15.4,18.4
19840813,15.6,17.6,12,12.6,15,18.8
19840814,16,17.4,11,12,15.8,19
19840815,14.4,19,11,12,14.2,15.6
19840816,15.6,16.8,12.5,12.4,15,17.2
19840817,15.4,15.6,11.8,11.8,16,15
19840818,15,17,11.9,13,15,15.4
19840819,18.8,18,13.4,13.8,14.4,17.4
19840820,18,18.5,13.2,14,13,17.8
19840821,15.4,18,14.8,8,13,17.6
19840822,15,19,10.8,5.6,16.8,16.6
19840823,14.6,20.4,11,4.6,14.8,18.4
19840824,14.4,17,11.1,5.8,13.4,15.4
19840825,15.2,17.8,12.3,8.8,14.6,18
19840826,15,18,11.8,11.6,14,17.4
19840827,14.6,17,13.2,9.2,15.4,18.4
19840828,15,15.8,10.6,7.4,14,17.8
19840829,17,16.7,11.2,10.4,13,17.4
19840830,16.4,17.4,11,10.8,14,18.4
19840831,16,16.4,12.6,12,14,18
19840901,19.4,17.4,14.2,16.2,16,18.8
19840902,17.8,17.8,14.8,14.8,17.6,18
19840903,17,18,13.2,13.4,18.4,17.8
19840904,15,18,11.8,10.8,13,16.2
19840905,13,16.2,10.4,3.2,15.2,17.8
19840906,11.2,13,6.4,1.8,13,17.2
19840907,10.2,16,6,7,13,18.4
19840908,13.6,17,9.4,8.8,12.8,16.6
19840909,13,16.6,10.2,10,14.2,17.4
19840910,15.2,16.2,11,8.2,13.8,16.2
19840911,12.8,15.8,9.6,9,0,14.6
19840912,11.4,14.2,8,8.8,0,18
19840913,17,14.8,11.8,9.8,0,17.2
19840914,15.2,14.8,10.2,12,0,17.2
19840915,14.2,16.4,11.4,9,0,17.4
19840916,14.2,15.8,7,6.6,0,16.4
19840917,13.4,15,6.1,9,0,16.4
19840918,12,13.2,9.2,3.4,0,18.4
19840919,14.4,12.4,6.2,3.4,0,14.8
19840920,14.6,13.5,6.6,8.2,0,13.4
19840921,12.8,13.6,9.8,7.6,12,14.4
19840922,12.8,15,6.2,6.8,10.4,13.4
19840923,12.6,17.8,10.4,4,15.4,12.8
19840924,9.8,11.8,4.5,0,10.2,17
19840925,10.8,12,2,1,4.4,8.6
19840926,12.4,10,4.1,5.4,7,11
19840927,13,12.8,6.3,7.8,11.6,13.6
19840928,14,13.4,8.8,4.2,12.6,13
19840929,12.6,14.6,8.5,2.2,10,15.2
19840930,13,13.4,7.6,3,8,9.8
19841001,10.6,12.6,8.8,2,11.6,12.4
19841002,10.8,10,7,0.6,11.4,12.2
19841003,9.6,12,6.4,-0.6,9,11.4
19841004,10,11.4,6,-1.6,9.4,13
19841005,9.4,12.4,5,-1,7,9
19841006,7.8,7.5,1.8,-2,4.4,7.6
19841007,9.6,7,0.5,-2.6,2.6,7.8
19841008,8.4,7.8,1.4,0.8,0.4,6.2
19841009,9.6,9.5,3.8,6.2,3.4,5.4
19841010,11.4,9.4,4.5,6.2,4,7.6
19841011,12.8,14,5.4,7.8,4.4,8.4
19841012,12.4,11,4.5,7.2,5,10.2
19841013,10.6,11,4.2,9.2,5.6,10
19841014,11.4,12,3,6.2,8,10
19841015,13.4,12.2,4.5,6.2,6.6,10.6
19841016,12.4,11.4,4,8.2,4.5,10
19841017,12.6,13.4,3.2,6.6,8,10
19841018,12.8,12.2,7.5,6,9.2,10.4
19841019,11.6,13.4,11,4.2,9,11.8
19841020,11.2,12.4,5.6,4,12,14.4
19841021,10,14,4,2.8,0,10.4
19841022,9.4,9.5,3.4,6,0,11.4
19841023,13,9.5,5.2,7.8,0,10.6
19841024,13.6,10.4,5.6,7.2,0,10
19841025,12,14.2,7,4,0,9.6
