"YYYYMMDD","SP000008027","SP000008181","SP000008202","SP000008215","SP000008280","SP000008410"
19790730,15.6,19.8,15.2,9.8,18,19.6
19790731,15.4,20.2,12.6,7,15.6,17
19790801,15.2,21.2,12.3,11.6,17.2,19.2
19790802,16.4,21,11.4,9,16.4,18
19790803,15.6,22.4,15.3,10.6,15.6,18
19790804,14.4,20,12.2,13.4,18,19.6
19790805,17,17.6,13.6,16,16.8,20
19790806,17,20.6,12.5,14.4,20,19
19790807,15,20.2,13.9,10.6,15.4,16.6
19790808,17,20,14,9,17,18.6
19790809,14.4,19.6,12.4,11,16.6,17
19790810,15.2,20.6,13,13.2,15,18
19790811,16,20.4,13.7,14.4,16.2,19.6
19790812,16.4,20.4,14,15.8,17.6,20
19790813,16.2,20.6,15,18,17.4,20.6
19790814,18,20,14.2,12.2,18.4,20
19790815,12.6,20,12,4.6,17,20
19790816,11.6,17,6.7,2.8,10,15
19790817,12.2,16.2,13.4,8.2,10.6,14
19790818,14,17.4,11.2,4,12.4,16.8
19790819,13.4,14.2,7.4,2,11.4,18
19790820,13.6,18.2,9.4,7.8,10,14.4
19790821,12.8,17.4,9,10.6,12,16.6
19790822,13.2,17,9.2,12.8,11.6,18.6
19790823,13.6,15.4,10.8,8.8,14.6,19
19790824,12.6,17,8.2,8.8,14,16.8
19790825,12,16,8.9,10.6,16,17.2
19790826,14,17.2,10,8.6,13.4,17
19790827,13.6,18.4,10.4,12.6,17.8,16
19790828,14,17.6,12,12,15.6,19
19790829,17,17,11.6,11.2,14.6,19
19790830,16,16.8,9.6,13.6,14,20.2
19790831,16.6,16.8,13.6,12.8,16.6,21
19790901,17,16.4,13.2,12,16.6,21
19790902,17,16,13.2,13,14,20.6
19790903,16.4,16.2,12,14.6,16.2,18
19790904,14,18.8,12.2,14.8,15.4,19.8
19790905,15.4,18,14.6,14,14.6,19
19790906,15.4,18.4,12.4,10,15.6,16
19790907,16.4,19.4,10.4,9,14.2,18.4
19790908,17.4,18,11.8,11,16,18.4
19790909,18,16.4,13,12.6,14.4,20.2
19790910,16.6,18,14,14.2,15,20
19790911,15,18.6,13.6,11.4,15.4,20.6
19790912,14,16.4,13.7,9.8,15.8,20
19790913,16,17,14,8.8,14,18.8
19790914,15.6,17,11.8,7.8,14,17
19790915,16.4,18,12.9,9,12.4,14.2
19790916,14.6,17.2,13.2,10,13.4,17.4
19790917,16.4,17,11.6,8.8,13,15.8
19790918,15,18.4,9.8,9,16,15.6
19790919,16.4,17.4,12,7.4,14.6,16.8
19790920,15.2,17.2,11.6,6.4,11.6,12.4
19790921,11.4,16,7.6,1,10.6,14
19790922,9.2,10.4,3.8,-2.8,5.4,12
19790923,8.6,9,2.5,-2.6,3.6,9.6
19790924,10.4,9.4,3.5,-3,2.6,10
19790925,12.2,12.4,6.5,4,6,8.6
19790926,11.4,15,5.6,7.8,8,9
19790927,12.4,13.4,6,9.2,11.6,12
19790928,14,13.2,8,9.8,11,13
19790929,15.4,13,8.5,9.6,11,12
19790930,14.6,13.8,9.4,9.2,9.4,13
19791001,15,15.2,6.8,9.2,11.6,12
19791002,14.6,14.8,8.2,10.4,12.4,13
19791003,15.2,15.4,7.6,9.2,11.4,14
19791004,10,15,8.6,3.4,10,15.6
19791005,9,14,8.2,3,10,15.2
19791006,17,13,12.6,6.2,12,15
19791007,16.4,15.8,9.2,6.2,12.4,17.2
19791008,17,17,13,8.6,12.4,15
19791009,17,19.8,10,4,13.2,15.6
19791010,13,17,7.2,2,8.4,11.2
19791011,11.6,14.2,7.2,1,8,10.6
19791012,12.4,13,7,1.8,8.4,12.4
19791013,12,12,5.6,-0.2,9,13.4
19791014,13.2,12.8,7.6,0.2,8,12.4
19791015,11.6,10.4,8,0.4,9.4,13.6
19791016,12.4,11.6,7.2,-0.6,6.4,12
19791017,11,10.6,5,1.2,3.2,13.4
19791018,11.6,10.8,5.5,3,3,12
19791019,9,10.2,5.1,4,12,17
19791020,14.8,11,11.2,4.2,9.4,16.4
19791021,16.2,13.6,10.6,5.8,12.4,15
19791022,13.4,15.2,8.6,5.2,11.2,14.4
19791023,11,15,9.8,3.6,9,13.4
19791024,10,13.4,7.8,3,11,13.4
19791025,10,14,6.8,-1,8.8,11
19791026,7.2,11.2,3.8,-2.8,4.2,10
19791027,7.2,9.6,3,-2.8,2.8,8.6
19791028,8.4,9,1.5,-2,5.6,9.2
19791029,10,6.8,2,-0.6,5,6.2
19791030,9.6,7.8,2.8,0,3.6,7.4
19791031,9.8,6.5,1.5,1.4,2.6,7
19791101,11.4,8.4,5,4,1.6,8.4
19791102,11.4,11,6.2,2.8,6,10.4
19791103,8.6,8.4,1.2,4.6,2,9
19791104,7.4,7.4,3.6,5.6,1,8.4
19791105,10.6,8.6,1.8,4.8,3.2,8.6
19791106,11,9.4,1.4,3,4,8
19791107,11,9,2.4,5.8,2,8
19791108,11.4,7.4,1.8,5.6,2,6.4
19791109,6.6,9.4,2.5,-2.4,4,13.6
19791110,6.6,6.4,-0.5,-4.8,0.4,8
19791111,2.6,3.6,-1.8,-4.8,-4,4
19791112,5.4,3,-2.5,-2.8,-5.6,1.8
19791113,8.4,5.8,6,0.8,1,4.8
19791114,5.2,7.4,3.4,-5,6.2,12.8
19791115,3.2,6.2,2,-5,2.8,8
19791116,1.2,4.2,0.9,-5.4,1.4,5.4
19791117,3.4,4.2,3,-4.8,-1.6,7.8
19791118,7.2,4,2.8,0.2,5.8,11
19791119,8.6,3.4,0,-1.6,1,8.4
19791120,7.6,5.6,2.8,-1.2,3,6
19791121,2.6,5.2,-2,-4.6,1.6,6.4
19791122,3.6,4.4,-3.3,-2.2,-3,4
19791123,0.4,2.8,-4.5,-4,1.6,2.6
19791124,3.6,2.4,-4.1,-1.6,-4.6,3
19791125,1.6,3,-4.4,2.6,-5.6,3
19791126,7,3,-2.8,7.4,-5,0
19791127,9,5.2,-3.5,10.2,-4,2.4
19791128,9,6,-3.3,9.6,-3.6,3.4
19791129,14,5,-1.6,9,-1.4,3.4
19791130,15.8,5.4,-1.1,8,0,2.2
19791201,11.4,6,-1.4,7.8,-2.4,2.6
19791202,12.4,6.4,-0.2,7.8,-2.8,3
19791203,13,4.8,-2,7,-2.6,3
19791204,11.4,5,-0.5,4.6,-1.4,2.4
19791205,11.2,4.6,-1.6,5.2,-3.8,2.2
19791206,11.8,4.6,-2.4,7.4,2.2,2.4
19791207,10.4,3.6,-2.2,4,-4,2.2
19791208,10.8,4,6.4,1,-2,3.2
19791209,8.2,6.6,4.5,0.8,4.6,2
19791210,12.8,6,9.4,3,6,5.4
19791211,10,9,5.6,1.4,8.2,11.4
19791212,10.2,8,2.5,0.8,4.8,11.2
19791213,8.4,5,4.4,-2.6,0.4,5
19791214,6,9.2,1,-5.6,-1.6,5
19791215,9,8,2.2,-3.4,-4,0
19791216,9.4,8.2,3.6,-1.6,4.4,6.6
19791217,10.6,9,0.4,0.2,-1,4
19791218,6.2,5,-0.8,-3,-1,3.2
19791219,0.4,4,-2,-7.6,-3,1.6
19791220,-0.2,1.2,-3.6,-10,-5.4,0.2
19791221,-1.6,0.2,-4.8,-11.6,-7.6,-5.4
19791222,-0.4,0,-6.2,-10.4,-5.4,-7.8
19791223,1.4,-2,2,-5,-1.6,3
19791224,6.6,2,5.8,-0.2,4,8.8
19791225,6,5.8,0.4,-3,5.8,6
19791226,4.2,4.2,-3.4,-5.6,-1,1
19791227,5.6,2.2,-0.6,-3.6,-4.6,2
19791228,5.2,5,-0.4,-3.6,2.2,2.2
19791229,5,2.6,-1.8,-4.4,2.2,6.6
19791230,6.2,5.8,3.3,-1,-0.8,6.6
19791231,5,6.8,8,2,5.6,8.4
19800101,7.6,7.2,6,0,7,8.6
19800102,2.6,7.8,0,-3.2,1,5.4
19800103,1,3,-2,-3.4,-4.6,2.8
19800104,6,2.4,-2.5,-1.2,-3.6,3
19800105,6.2,4.2,-0.2,-3.8,-2.6,0.2
19800106,5.4,3.2,-2.8,-2,-4,2.4
19800107,4,1.4,-3,-1,-2.8,1.8
19800108,5,2,-1,-2.8,-7.6,0
19800109,6,4.2,2.4,-4,1,4.4
19800110,3,2.2,-1.8,-7,2.4,5.4
19800111,-1.6,2.8,-2.3,-9,-1,1
19800112,-3,1,-2.2,-11,-4.4,2.2
19800113,-4.6,-0.8,-4,-11.4,-3,4.2
19800114,-4.6,4,-3.6,-5.8,-0.6,4
19800115,0,2.8,-5.7,-6.4,-0.4,5
19800116,1,1.2,-5,-6.8,-2.6,3.6
19800117,0.8,1.2,-5.6,-8.4,-1.6,5
19800118,1.6,2,-6.6,-9,-2.8,1.4
19800119,2.4,1.8,-2.8,-8,-1.4,1.2
19800120,5,1.8,1,-4.2,1.2,6
19800121,5.4,1.6,3.6,-3.2,2.6,4
19800122,5.2,8.4,5.2,-1.8,2,5
19800123,4.6,4.8,6.6,0.2,3.8,4
19800124,10,9.4,8,2,5.6,5
19800125,10,8,4.6,3.6,3,9
19800126,9.4,6.6,2.6,5,1.4,8
19800127,6.4,6,0.7,2,1.6,5
19800128,7.2,5.6,0,3,6.2,9.8
19800129,9.4,5,0.4,2,1.6,5
19800130,9,3.8,5.4,1,-0.4,4
19800131,8,10,3.2,-3.6,3.4,8
19800201,5.6,7.4,-0.4,-5,-1.8,1.4
19800202,5.4,4.8,0,-1,-4,0.8
19800203,8.4,6,1,-0.2,-1.6,2.4
19800204,10.6,5.4,2,1,-1,2.2
19800205,8.2,9,4.4,3.6,-1,2
19800206,8.4,7.2,2,0.8,-1.4,4.6
19800207,7.4,4.8,3,0,2,5.4
19800208,9.6,5,2.6,1.8,-3.6,3.8
19800209,7.6,10.2,1.8,-2,1.4,6
19800210,6.6,6.8,0,-5,-0.2,4
19800211,4.6,4.6,-2.6,-5.2,-4.6,2.4
19800212,4,3,-4,4.8,-3.6,1
19800213,5.4,3.8,-3,-0.2,-1.6,2.4
19800214,7,3.4,-2.1,1.6,-4,1
19800215,9.8,5.2,3.5,1,0,2.4
19800216,8,5.6,2.4,2,1.4,9
19800217,4.6,3.2,-1.8,2,-4.4,7
19800218,6.6,3.8,-1.5,1.8,-2.2,4.4
19800219,10.8,6,5.5,-2.6,2.2,8.4
19800220,9.6,9.4,5.5,-1.6,4,9.4
19800221,10,9.4,5.4,-0.2,6.4,10.2
19800222,10,9,5.6,-0.4,6.4,9.2
19800223,5.6,7.6,4.6,0,7,10.4
19800224,3,10,4.5,0,3,6.6
19800225,5,10.4,3,-1.2,2,9.8
19800226,4.8,7.4,2.4,-4.2,4,6.8
19800227,3,5.4,-1,-4.8,3.4,2.8
19800228,3.4,4.8,-1.5,-5,-1,8
19800229,2.4,3.4,-0.6,-4.8,0.4,10.2
19800301,1.6,3,2,-0.8,3.6,0
19800302,3,3.2,2.6,1,5,0
19800303,5.8,6.4,3.6,0,5,0
19800304,5.2,7,2,-1,2.4,0
19800305,5.4,6.2,2.5,-2.8,5,0
19800306,7,5,5.6,-2,2,0
19800307,5,8.8,4.2,-3.6,6.4,0
19800308,5.4,9,1.2,-5,1.4,0
19800309,7.2,7,-2,-4.2,0,0
19800310,6,6,-1.8,-1.6,-3,0
19800311,6.4,5.4,0,-2.2,-1,3.8
19800312,6.6,3,-1.6,-2,0,4.6
19800313,3.8,7.4,1.6,-6.4,2.8,2.8
19800314,1.4,2.2,0.6,-7.4,-0.6,6
19800315,1,1.4,-1.2,-9.8,-1,4.8
19800316,4,0.8,-3.6,-4.8,-3,1.8
19800317,2,8.4,-1.6,-2.2,1,4
19800318,2.4,6.4,-2.2,-2,3.8,9
19800319,4.4,6.8,2.6,-4,3.8,10.2
19800320,4.2,7.6,1.5,-5.2,1.6,8
19800321,5.6,5.6,0.6,-5,4.4,0
19800322,4.4,5.6,1.8,-5,2.6,0
19800323,3.2,4,-1,-5.6,1.6,0
19800324,6,3,1,-3.2,-2.6,0
19800325,5.4,7.6,3,-3.8,1.6,0
19800326,7.2,7.4,7.8,0.8,5.6,0
19800327,14.4,9.6,7.8,1.8,4.2,0
19800328,10,12,8.6,2.8,7.4,0
19800329,8,10.8,8.6,3.6,10,0
19800330,6.6,10,6.4,2.2,7.8,0
19800331,11.4,8.2,7,7,4.4,0
19800401,11.6,10.8,7,5.2,8,9.8
19800402,8.8,10.2,5.6,4,7.8,10.6
19800403,6,10,4.6,4,6.4,12
19800404,3.2,7.5,-0.5,-0.2,3.2,12.4
19800405,3.4,6,-2,-3,0,6.8
19800406,3,4.6,-2.4,-3,-2.6,6.4
19800407,4.4,7,-2.2,-4.4,2.2,5.2
19800408,5.8,4.2,-1.8,-3,-1.4,5
19800409,4.6,4.6,-0.9,-5.2,-1.4,5.4
19800410,3.4,5,-2,-0.2,2.4,7
19800411,6.2,4.4,1.4,-1,1,7.4
19800412,10.4,6.6,5.8,-0.8,3.6,7.6
19800413,11.6,9,7.4,0,5.6,10
19800414,10.6,10.6,2.6,-3.4,6.8,7.4
19800415,6.8,10.8,2.6,-4.2,3,4.8
19800416,7,8.4,3.2,-4,0,4.2
19800417,8.4,9.6,6.2,-1,0,5.8
19800418,9,6.8,3.2,-0.8,5.2,7.8
19800419,8.4,10.5,2.6,-0.4,1,5.8
19800420,6.6,10,0,0.8,4.2,6.8
19800421,4,6.6,1,-4.6,1.6,9.4
19800422,6.6,6.4,-1.7,-1.6,0.2,9.6
19800423,6,6.2,0.8,-1.4,0,6.6
19800424,5,6.5,-0.5,-3.6,0.8,9
19800425,6,6.2,-0.5,2,1.6,7
19800426,7,6,1.6,4.4,4,11
19800427,7.4,9.4,4,2.2,7.2,10
19800428,6.4,7.4,4.7,0,6.6,9.8
19800429,7.4,10.4,6,-1,6.4,10.2
19800430,8,10.4,6.2,0,4,9.8
19800501,6.4,9.4,5.5,0,7.6,11.4
19800502,6.4,9,3.3,-0.2,3.2,10
19800503,9.4,8.4,8,1,8.4,11.4
19800504,9,9,5.1,-0.4,9,11.8
19800505,8.4,9.2,6.6,1,7.4,13.4
19800506,10.4,11.2,8,1,11.4,16
19800507,9.6,9.6,8,2.2,8.6,13
19800508,9.4,11.8,5.2,-0.6,9.6,13.6
19800509,8,10,2.6,0.4,5.4,10.4
19800510,8.4,8.8,9.5,6,9.4,11.8
19800511,15.4,11.8,9.5,7,10,12.4
19800512,10.2,12,7.2,-0.2,8,9.4
19800513,8.2,11,3.5,-1.6,6.8,7
19800514,7,11,3.4,-1.2,3,7.4
19800515,9.2,9.2,6.3,1.8,4,9.2
19800516,9.4,11,7.4,2.6,6,11.4
19800517,8.4,11,5.6,2,6.4,10.4
19800518,9,9,4.5,1,6.6,12
19800519,9,11.2,6.8,0,7.6,14
19800520,8.6,11.8,3,1.8,5.2,9
19800521,8.6,11.6,5.5,3.4,7,9.4
19800522,7.6,12,2.9,-0.8,7.8,12
19800523,10,10,3.2,-0.8,2.6,9.6
19800524,8.6,10.4,4.6,4.6,9.2,10.6
19800525,9.4,12.4,8.5,3.8,10,14.6
19800526,10,14.2,6.3,1,8,12.6
19800527,9.4,12,7.6,1.6,6.4,11
19800528,8.2,9.4,6.8,2,8.8,10
19800529,8,10.6,4.6,0.4,10.2,12.4
19800530,7,11,7,0.4,6.4,9.6
19800531,11,11.4,11.6,5.4,10,17
19800601,10,14,8,6.2,9.4,14.2
19800602,8.6,12,8.8,8.8,10.6,14.8
19800603,12.6,14,10,11.4,10.2,14
19800604,15.4,15.4,12.4,14.2,12.2,13
19800605,13,14,11.6,14.6,13,15
19800606,11.4,14.8,9.5,10.2,14.6,15.6
19800607,11,16.4,8.2,5.4,11.6,13.4
19800608,9.2,15.2,6.6,3.8,13,14
19800609,8.2,14.8,10.4,4.4,9.6,12.8
19800610,11.4,14.6,8.6,2,13.6,14
19800611,12,13.4,12.2,7,11,13.6
19800612,14.2,15.6,11.3,4,13,15
19800613,15,16,8.5,2.4,12,12.2
19800614,13.2,16.4,8.8,2.2,10,13.4
19800615,14,15.8,6.8,3.4,9,10.4
19800616,13.2,16.2,8,5,10,10.4
19800617,12.8,15.6,8.2,4.8,11.6,13.8
19800618,12.6,14.6,9.3,7.8,11.4,13.2
19800619,13,16.4,9.5,10.4,13.2,15
19800620,11.4,18,11.6,12,14,16
19800621,10.2,16,7.6,8.6,10.6,17.8
19800622,12.2,15.8,11.2,6.8,13,15.4
19800623,11,14,10,4.4,16,14.2
19800624,10.4,12,9,5,12,12.4
19800625,11,14,9,4.2,14,14.2
19800626,11,16.2,5.6,3,11.6,15.6
19800627,10.4,16,5.4,4,14,15
19800628,9.6,14.4,6,6.2,12.4,16
19800629,11.6,15,9,9.4,12.6,16.6
19800630,11,16,10.2,11.8,15.6,19
19800701,11.4,15,10.6,10.8,13.2,16
19800702,11.8,16,11.2,12.2,14.4,16.6
19800703,11.4,15,10.4,11.8,15.2,15.6
19800704,10.8,15.4,10,13.6,16,15
19800705,13.6,17,12.6,11.8,14,16.2
19800706,10.4,17,12.8,9.8,16,13
19800707,14.4,16.2,12.7,10.8,15,16.4
19800708,12.8,16.2,9,3.6,16.8,18.8
19800709,11,14.8,8.6,3,14,17
19800710,11.2,12,5.2,1.4,9.2,12
19800711,12.4,15,6.5,2.8,10,12
19800712,12,14.2,7.8,7,9,11.6
19800713,10.4,14.8,8.8,11.6,11.6,14.4
