YYYYMMDD, SP000008027, SP000008181, SP000008202, SP000008215, SP000008280, SP000008410
19570223,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570224,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570225,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570226,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570227,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570228,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570301,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570302,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570303,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570304,         2.0,         0.0,        22.0,         1.0,         1.0,         NaN
19570305,         3.0,         0.0,         5.0,         4.0,        11.0,         NaN
19570306,         1.0,         0.0,        10.0,        20.0,         0.0,         NaN
19570307,         0.0,         0.0,         0.0,         4.0,         0.0,         NaN
19570308,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570309,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570310,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570311,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570312,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570313,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570314,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570315,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570316,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570317,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570318,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570319,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570320,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570321,         0.0,         0.0,         0.0,         0.0,        31.0,         NaN
19570322,         0.0,         0.0,        43.0,         7.0,         0.0,         NaN
19570323,         4.0,         0.0,         0.0,        16.0,        85.0,         NaN
19570324,         1.0,         0.0,        73.0,         1.0,         0.0,         NaN
19570325,         2.0,         0.0,         0.0,        32.0,        85.0,         NaN
19570326,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570327,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570328,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570329,         1.0,         0.0,        13.0,         0.0,         0.0,         NaN
19570330,         0.0,         0.0,         6.0,         6.0,         0.0,         NaN
19570331,        20.0,         0.0,        69.0,         6.0,         0.0,         NaN
19570401,         8.0,        30.0,         0.0,        15.0,         0.0,         NaN
19570402,         6.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570403,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570404,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570405,         0.0,         0.0,        25.0,         0.0,         0.0,         NaN
19570406,         0.0,         0.0,         0.0,         6.0,         0.0,         NaN
19570407,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570408,         0.0,       176.0,         0.0,         0.0,         0.0,         NaN
19570409,         0.0,         0.0,         0.0,         0.0,        74.0,         NaN
19570410,         5.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570411,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570412,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570413,         2.0,        17.0,         0.0,         0.0,         0.0,         NaN
19570414,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570415,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570416,         0.0,         0.0,       170.0,         0.0,         0.0,         NaN
19570417,         0.0,         0.0,         0.0,        22.0,        24.0,         NaN
19570418,         0.0,         0.0,         0.0,         0.0,         7.0,         NaN
19570419,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570420,         1.0,        42.0,         0.0,         0.0,         0.0,         NaN
19570421,         0.0,       108.0,         0.0,         0.0,         0.0,         NaN
19570422,         1.0,         0.0,        77.0,         0.0,         0.0,         NaN
19570423,         9.0,         0.0,         0.0,         4.0,         0.0,         NaN
19570424,         0.0,         0.0,        97.0,        22.0,         0.0,         NaN
19570425,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570426,        16.0,       140.0,        34.0,        31.0,        90.0,         NaN
19570427,         5.0,         0.0,         0.0,         0.0,        39.0,         NaN
19570428,        16.0,        40.0,        37.0,         4.0,       102.0,         NaN
19570429,         5.0,         0.0,         2.0,         4.0,        65.0,         NaN
19570430,         5.0,         0.0,         0.0,         1.0,         0.0,         NaN
19570501,         9.0,         0.0,         0.0,         4.0,        11.0,         NaN
19570502,         1.0,        50.0,        20.0,         0.0,         5.0,         NaN
19570503,         0.0,        17.0,         0.0,         1.0,        99.0,         NaN
19570504,         0.0,         0.0,         0.0,         0.0,        93.0,         NaN
19570505,         0.0,        50.0,         0.0,         7.0,         0.0,         NaN
19570506,         1.0,       120.0,         0.0,         0.0,         0.0,         NaN
19570507,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570508,        14.0,       116.0,        82.0,         9.0,        11.0,         NaN
19570509,         9.0,       158.0,        56.0,        55.0,         0.0,         NaN
19570510,         0.0,        26.0,        11.0,        43.0,         0.0,         NaN
19570511,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570512,         4.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570513,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570514,         0.0,         0.0,        42.0,         0.0,         0.0,         NaN
19570515,         2.0,        30.0,         0.0,         0.0,         8.0,         NaN
19570516,         2.0,         7.0,         0.0,         0.0,         0.0,         NaN
19570517,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570518,         5.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570519,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570520,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570521,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570522,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570523,         4.0,        32.0,         0.0,         0.0,         0.0,         NaN
19570524,        30.0,       144.0,         0.0,         0.0,         0.0,         NaN
19570525,         1.0,         0.0,        43.0,         5.0,        38.0,         NaN
19570526,         7.0,         0.0,         0.0,         3.0,       227.0,         NaN
19570527,         5.0,        24.0,         0.0,         0.0,        48.0,         NaN
19570528,         1.0,         0.0,        24.0,         0.0,        60.0,         NaN
19570529,         4.0,       172.0,       216.0,         9.0,        66.0,         NaN
19570530,         4.0,         0.0,         0.0,         4.0,         6.0,         NaN
19570531,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570601,        10.0,         0.0,       104.0,        16.0,        17.0,         NaN
19570602,         2.0,         0.0,        18.0,        17.0,         8.0,         NaN
19570603,         4.0,        76.0,         0.0,        12.0,         0.0,         NaN
19570604,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570605,         0.0,         0.0,       129.0,         0.0,         0.0,         NaN
19570606,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570607,         5.0,         5.0,         0.0,         0.0,         0.0,         NaN
19570608,         2.0,       152.0,         0.0,         3.0,         0.0,         NaN
19570609,        20.0,       175.0,        73.0,        12.0,       132.0,         NaN
19570610,        19.0,        27.0,         5.0,        22.0,        17.0,         NaN
19570611,         0.0,       130.0,         0.0,         0.0,         0.0,         NaN
19570612,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570613,         0.0,        83.0,         0.0,         0.0,        30.0,         NaN
19570614,         0.0,         0.0,        17.0,         2.0,       100.0,         NaN
19570615,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570616,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570617,        16.0,         0.0,         0.0,         0.0,        31.0,         NaN
19570618,        13.0,         1.0,         0.0,         0.0,         0.0,         NaN
19570619,         0.0,         0.0,         1.0,         0.0,         0.0,         NaN
19570620,         1.0,         0.0,         0.0,         9.0,         0.0,         NaN
19570621,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570622,         0.0,         0.0,        56.0,         0.0,        12.0,         NaN
19570623,        32.0,         0.0,        45.0,        33.0,         0.0,         NaN
19570624,         2.0,         0.0,         0.0,         4.0,         0.0,         NaN
19570625,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570626,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570627,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570628,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570629,         2.0,         0.0,        38.0,         0.0,         0.0,         NaN
19570630,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570701,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570702,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570703,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570704,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570705,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570706,         0.0,         0.0,         0.0,         0.0,        26.0,         NaN
19570707,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570708,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570709,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570710,        12.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570711,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570712,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570713,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570714,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570715,         5.0,         0.0,         0.0,         0.0,        17.0,         NaN
19570716,         8.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570717,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570718,        11.0,       230.0,         0.0,         0.0,         0.0,         NaN
19570719,        10.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570720,         7.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570721,         1.0,        25.0,         0.0,         0.0,         0.0,         NaN
19570722,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570723,         5.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570724,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570725,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570726,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570727,         5.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570728,         0.0,         9.0,         0.0,         0.0,         0.0,         NaN
19570729,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570730,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570731,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570801,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570802,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570803,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570804,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570805,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570806,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570807,         6.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570808,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570809,         0.0,         0.0,         0.0,         1.0,         0.0,         NaN
19570810,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570811,         2.0,         0.0,         0.0,         4.0,         0.0,         NaN
19570812,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570813,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570814,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570815,         6.0,       280.0,         0.0,         0.0,         0.0,         NaN
19570816,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570817,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570818,         2.0,        29.0,         0.0,         0.0,        68.0,         NaN
19570819,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570820,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570821,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570822,         2.0,        10.0,         0.0,         0.0,        53.0,         NaN
19570823,         7.0,        10.0,         0.0,         0.0,         0.0,         NaN
19570824,         2.0,        34.0,         0.0,         0.0,         0.0,         NaN
19570825,         0.0,         3.0,         0.0,         0.0,         0.0,         NaN
19570826,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570827,         7.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570828,         0.0,        38.0,         0.0,         0.0,         0.0,         NaN
19570829,         0.0,        97.0,         5.0,         7.0,         0.0,         NaN
19570830,         0.0,       281.0,         0.0,         0.0,        47.0,         NaN
19570831,         0.0,         0.0,         0.0,         7.0,       412.0,         NaN
19570901,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570902,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570903,         7.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570904,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570905,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570906,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570907,         8.0,         0.0,        33.0,         0.0,         0.0,         NaN
19570908,        13.0,         0.0,         3.0,         6.0,         0.0,         NaN
19570909,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570910,         0.0,         0.0,         0.0,         2.0,         0.0,         NaN
19570911,        12.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570912,         9.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570913,         7.0,        60.0,         0.0,         0.0,         0.0,         NaN
19570914,         2.0,        20.0,         0.0,         0.0,         0.0,         NaN
19570915,         8.0,        13.0,         0.0,         0.0,         0.0,         NaN
19570916,         0.0,         0.0,        53.0,         0.0,        17.0,         NaN
19570917,         0.0,         0.0,        39.0,        25.0,         0.0,         NaN
19570918,         0.0,         0.0,        88.0,        11.0,         0.0,         NaN
19570919,         0.0,         0.0,       138.0,         5.0,         0.0,         NaN
19570920,         1.0,       160.0,         0.0,        17.0,         0.0,         NaN
19570921,         0.0,         0.0,         0.0,         2.0,         0.0,         NaN
19570922,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570923,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570924,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570925,         6.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570926,         8.0,       250.0,         0.0,         0.0,         0.0,         NaN
19570927,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570928,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570929,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19570930,         3.0,       205.0,         5.0,         0.0,        35.0,         NaN
19571001,         0.0,       174.0,         0.0,         7.0,       249.0,         NaN
19571002,         0.0,        29.0,        34.0,        28.0,       419.0,         NaN
19571003,         0.0,         0.0,         5.0,        15.0,       185.0,         NaN
19571004,         0.0,         0.0,         0.0,         0.0,        12.0,         NaN
19571005,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571006,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571007,         0.0,        98.0,         0.0,         0.0,         0.0,         NaN
19571008,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571009,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571010,         0.0,         0.0,         8.0,         0.0,         0.0,         NaN
19571011,         0.0,         0.0,        86.0,         7.0,         0.0,         NaN
19571012,         8.0,         0.0,         0.0,        42.0,        50.0,         NaN
19571013,         0.0,         0.0,        12.0,        48.0,       333.0,         NaN
19571014,         0.0,         0.0,         0.0,        10.0,       134.0,         NaN
19571015,         0.0,       370.0,         0.0,        11.0,         0.0,         NaN
19571016,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571017,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571018,         2.0,         0.0,        10.0,         0.0,        10.0,         NaN
19571019,        14.0,         8.0,         0.0,         7.0,       216.0,         NaN
19571020,         0.0,        18.0,         0.0,         9.0,         0.0,         NaN
19571021,        10.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571022,        10.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571023,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571024,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571025,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571026,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571027,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571028,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571029,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571030,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571031,        10.0,         0.0,         0.0,         0.0,         2.0,         NaN
19571101,        14.0,       320.0,        10.0,         0.0,       141.0,         NaN
19571102,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571103,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571104,        20.0,         0.0,        23.0,         3.0,         0.0,         NaN
19571105,         1.0,        42.0,        17.0,        27.0,        38.0,         NaN
19571106,         6.0,         0.0,        20.0,        13.0,         8.0,         NaN
19571107,        19.0,         0.0,        64.0,        10.0,        35.0,         NaN
19571108,         6.0,       145.0,        80.0,         7.0,       290.0,         NaN
19571109,        25.0,       215.0,         0.0,        13.0,         0.0,         NaN
19571110,        31.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571111,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571112,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571113,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571114,         0.0,        69.0,         4.0,         0.0,         0.0,         NaN
19571115,         0.0,       160.0,         0.0,         0.0,         0.0,         NaN
19571116,         0.0,         8.0,         0.0,         0.0,         0.0,         NaN
19571117,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571118,         0.0,        13.0,         0.0,         1.0,         0.0,         NaN
19571119,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571120,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571121,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571122,        26.0,         0.0,         0.0,         0.0,        28.0,         NaN
19571123,         1.0,         9.0,         0.0,         3.0,        78.0,         NaN
19571124,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571125,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571126,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571127,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571128,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571129,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571130,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571201,         0.0,       260.0,         0.0,         0.0,         0.0,         NaN
19571202,         0.0,        26.0,         0.0,         0.0,         0.0,         NaN
19571203,         0.0,         0.0,         0.0,         0.0,         3.0,         NaN
19571204,         0.0,         0.0,         0.0,         0.0,         5.0,         NaN
19571205,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571206,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571207,         2.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571208,        16.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571209,        13.0,         0.0,         0.0,         3.0,         0.0,         NaN
19571210,         0.0,         0.0,       122.0,         0.0,         0.0,         NaN
19571211,         0.0,        18.0,       135.0,        10.0,        17.0,         NaN
19571212,         0.0,         0.0,         3.0,         7.0,         7.0,         NaN
19571213,        48.0,         0.0,         0.0,         4.0,        15.0,         NaN
19571214,        40.0,         0.0,         0.0,         3.0,         0.0,         NaN
19571215,        11.0,         0.0,         5.0,         3.0,         0.0,         NaN
19571216,         0.0,         0.0,         0.0,         2.0,         0.0,         NaN
19571217,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571218,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571219,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571220,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571221,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571222,         0.0,         0.0,         3.0,         0.0,         0.0,         NaN
19571223,         5.0,        97.0,        90.0,         1.0,         0.0,         NaN
19571224,         0.0,        61.0,         0.0,        10.0,        26.0,         NaN
19571225,         0.0,        50.0,         5.0,         6.0,         0.0,         NaN
19571226,         0.0,        25.0,         0.0,         0.0,       103.0,         NaN
19571227,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571228,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571229,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19571230,         7.0,         0.0,         0.0,         2.0,         0.0,         NaN
19571231,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580101,         0.0,         0.0,         9.0,         1.0,         7.0,         NaN
19580102,         0.0,         0.0,        10.0,         3.0,         8.0,         NaN
19580103,         0.0,         0.0,         8.0,         2.0,         0.0,         NaN
19580104,         2.0,         0.0,        26.0,         2.0,         0.0,         NaN
19580105,         0.0,         0.0,         2.0,         0.0,         0.0,         NaN
19580106,         6.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580107,         7.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580108,         1.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580109,         6.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580110,        15.0,         0.0,         0.0,         3.0,         0.0,         NaN
19580111,        26.0,         0.0,         0.0,        11.0,         0.0,         NaN
19580112,        16.0,         0.0,         0.0,         5.0,         0.0,         NaN
19580113,         4.0,         0.0,         0.0,         2.0,         0.0,         NaN
19580114,         3.0,         0.0,         0.0,         1.0,         0.0,         NaN
19580115,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580116,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580117,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580118,         3.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580119,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580120,        12.0,         0.0,        20.0,         1.0,         0.0,         NaN
19580121,         0.0,        10.0,         0.0,         5.0,         0.0,         NaN
19580122,        12.0,         0.0,        60.0,         8.0,         5.0,         NaN
19580123,         0.0,         0.0,         0.0,         4.0,         0.0,         NaN
19580124,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580125,         1.0,         0.0,        12.0,         0.0,        18.0,         NaN
19580126,         0.0,         0.0,         2.0,         0.0,         0.0,         NaN
19580127,         1.0,         0.0,        18.0,         5.0,         0.0,         NaN
19580128,        18.0,       299.0,       403.0,        20.0,       117.0,         NaN
19580129,        16.0,        55.0,         6.0,        10.0,       227.0,         NaN
19580130,         0.0,         0.0,         0.0,         4.0,         5.0,         NaN
19580131,         0.0,         0.0,         0.0,         1.0,         0.0,         NaN
19580201,         0.0,         0.0,         0.0,         0.0,         3.0,         NaN
19580202,         0.0,         0.0,         0.0,         1.0,         0.0,         NaN
19580203,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580204,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580205,         0.0,         0.0,         0.0,         0.0,         0.0,         NaN
19580206,         0.0,         0.0,        21.0,         3.0,         0.0,         NaN
19580207,         0.0,         0.0,         8.0,        10.0,         9.0,         NaN
19580208,         0.0,         0.0,        36.0,        14.0,         0.0,         NaN
19580209,         0.0,         0.0,        22.0,         7.0,         0.0,         NaN
19580210,         0.0,         0.0,       136.0,        14.0,         2.0,         NaN
19580211,         0.0,         0.0,         5.0,         8.0,         0.0,         NaN
19580212,         0.0,         0.0,        10.0,         9.0,         0.0,         NaN
19580213,         0.0,         0.0,         0.0,        28.0,         0.0,         NaN
